,B_mcrsvrmcrmres,B_mngsvrmngmres,B_mcrsvrallcode,B_mcrsvrcode4xxRateFail,B_mcrsvrcode5xxRateFail,B_mngsvrallcode,B_mngsvrcode4xxRateFail,B_mngsvrcode5xxRateFail,B_mjssvrcode5xxRateFail,B_mjssvrallcode,B_mjssvrcode4xxRateFail,W_mcrsvrmcrmres,W_mngsvrmngmres,W_mcrsvrallcode,W_mcrsvrcode4xxRateFail,W_mcrsvrcode5xxRateFail,W_mngsvrallcode,W_mngsvrcode4xxRateFail,W_mngsvrcode5xxRateFail,W_mjssvrcode5xxRateFail,W_mjssvrallcode,W_mjssvrcode4xxRateFail,I_mcrsvrmcrmres,I_mngsvrmngmres,I_mcrsvrallcode,I_mcrsvrcode4xxRateFail,I_mcrsvrcode5xxRateFail,I_mngsvrallcode,I_mngsvrcode4xxRateFail,I_mngsvrcode5xxRateFail,I_mjssvrcode5xxRateFail,I_mjssvrallcode,I_mjssvrcode4xxRateFail,AI_mcrsvrmcrmres,AI_mngsvrmngmres,AI_mcrsvrallcode,AI_mcrsvrcode4xxRateFail,AI_mcrsvrcode5xxRateFail,AI_mngsvrallcode,AI_mngsvrcode4xxRateFail,AI_mngsvrcode5xxRateFail,AI_mjssvrcode5xxRateFail,AI_mjssvrallcode,AI_mjssvrcode4xxRateFail,IJ_mcrsvrmcrmres,IJ_mngsvrmngmres,IJ_mcrsvrallcode,IJ_mcrsvrcode4xxRateFail,IJ_mcrsvrcode5xxRateFail,IJ_mngsvrallcode,IJ_mngsvrcode4xxRateFail,IJ_mngsvrcode5xxRateFail,IJ_mjssvrcode5xxRateFail,IJ_mjssvrallcode,IJ_mjssvrcode4xxRateFail,IE_mcrsvrmcrmres,IE_mngsvrmngmres,IE_mcrsvrallcode,IE_mcrsvrcode4xxRateFail,IE_mcrsvrcode5xxRateFail,IE_mngsvrallcode,IE_mngsvrcode4xxRateFail,IE_mngsvrcode5xxRateFail,IE_mjssvrcode5xxRateFail,IE_mjssvrallcode,IE_mjssvrcode4xxRateFail,S_mcrsvrmcrmres,S_mngsvrmngmres,S_mcrsvrallcode,S_mcrsvrcode4xxRateFail,S_mcrsvrcode5xxRateFail,S_mngsvrallcode,S_mngsvrcode4xxRateFail,S_mngsvrcode5xxRateFail,S_mjssvrcode5xxRateFail,S_mjssvrallcode,S_mjssvrcode4xxRateFail,AC_mcrsvrmcrmres,AC_mngsvrmngmres,AC_mcrsvrallcode,AC_mcrsvrcode4xxRateFail,AC_mcrsvrcode5xxRateFail,AC_mngsvrallcode,AC_mngsvrcode4xxRateFail,AC_mngsvrcode5xxRateFail,AC_mjssvrcode5xxRateFail,AC_mjssvrallcode,AC_mjssvrcode4xxRateFail,L_mcrsvrmcrmres,L_mngsvrmngmres,L_mcrsvrallcode,L_mcrsvrcode4xxRateFail,L_mcrsvrcode5xxRateFail,L_mngsvrallcode,L_mngsvrcode4xxRateFail,L_mngsvrcode5xxRateFail,L_mjssvrcode5xxRateFail,L_mjssvrallcode,L_mjssvrcode4xxRateFail,R_mcrsvrmcrmres,R_mngsvrmngmres,R_mcrsvrallcode,R_mcrsvrcode4xxRateFail,R_mcrsvrcode5xxRateFail,R_mngsvrallcode,R_mngsvrcode4xxRateFail,R_mngsvrcode5xxRateFail,R_mjssvrcode5xxRateFail,R_mjssvrallcode,R_mjssvrcode4xxRateFail,M_mcrsvrmcrmres,M_mngsvrmngmres,M_mcrsvrallcode,M_mcrsvrcode4xxRateFail,M_mcrsvrcode5xxRateFail,M_mngsvrallcode,M_mngsvrcode4xxRateFail,M_mngsvrcode5xxRateFail,M_mjssvrcode5xxRateFail,M_mjssvrallcode,M_mjssvrcode4xxRateFail,AA_mcrsvrmcrmres,AA_mngsvrmngmres,AA_mcrsvrallcode,AA_mcrsvrcode4xxRateFail,AA_mcrsvrcode5xxRateFail,AA_mngsvrallcode,AA_mngsvrcode4xxRateFail,AA_mngsvrcode5xxRateFail,AA_mjssvrcode5xxRateFail,AA_mjssvrallcode,AA_mjssvrcode4xxRateFail,AB_mcrsvrmcrmres,AB_mngsvrmngmres,AB_mcrsvrallcode,AB_mcrsvrcode4xxRateFail,AB_mcrsvrcode5xxRateFail,AB_mngsvrallcode,AB_mngsvrcode4xxRateFail,AB_mngsvrcode5xxRateFail,AB_mjssvrcode5xxRateFail,AB_mjssvrallcode,AB_mjssvrcode4xxRateFail,IA_mcrsvrmcrmres,IA_mngsvrmngmres,IA_mcrsvrallcode,IA_mcrsvrcode4xxRateFail,IA_mcrsvrcode5xxRateFail,IA_mngsvrallcode,IA_mngsvrcode4xxRateFail,IA_mngsvrcode5xxRateFail,IA_mjssvrcode5xxRateFail,IA_mjssvrallcode,IA_mjssvrcode4xxRateFail,AS_mcrsvrmcrmres,AS_mngsvrmngmres,AS_mcrsvrallcode,AS_mcrsvrcode4xxRateFail,AS_mcrsvrcode5xxRateFail,AS_mngsvrallcode,AS_mngsvrcode4xxRateFail,AS_mngsvrcode5xxRateFail,AS_mjssvrcode5xxRateFail,AS_mjssvrallcode,AS_mjssvrcode4xxRateFail,AP_mcrsvrmcrmres,AP_mngsvrmngmres,AP_mcrsvrallcode,AP_mcrsvrcode4xxRateFail,AP_mcrsvrcode5xxRateFail,AP_mngsvrallcode,AP_mngsvrcode4xxRateFail,AP_mngsvrcode5xxRateFail,AP_mjssvrcode5xxRateFail,AP_mjssvrallcode,AP_mjssvrcode4xxRateFail
1558359600,334.596,318.0,8601.0,2.5346,0.0,19078.0,0.5661,0.0367,0.0,7901.0,0.7594,543.436,676.05,5353.0,3.8296,0.1868,33423.0,0.754,0.0449,0.0,15584.0,0.5839,302.76,709.838,1655.0,0.6042,0.0,34707.0,0.559,0.0547,0.0,24782.0,0.7021,536.176,738.918,6265.0,0.9896,0.0,40573.0,0.3697,0.0222,0.0,18695.0,1.3212,225.832,203.0,1658.0,1.6888,0.0,15709.0,0.7639,0.0127,0.0,4154.0,0.6981,252.16,373.344,17857.0,1.2544,0.0,34470.0,0.4729,0.0986,0.0,18381.0,0.4516,239.0,332.458,22102.0,1.475,0.0,43934.0,0.9492,0.0819,0.0,16853.0,0.8129,351.438,267.134,13955.0,0.5948,0.0,11993.0,4.8111,0.05,0.0,6163.0,0.0487,675.0,283.59,10166.0,1.4066,0.0,56545.0,1.1601,0.0336,0.0,48850.0,1.0563,405.088,320.729,2612.0,0.9188,0.0383,9296.0,0.3012,0.0323,0.0,4391.0,0.0455,208.512,488.213,4335.0,1.4764,0.0,35105.0,2.5694,0.0057,0.0,40141.0,1.3502,312.818,361.099,14986.0,2.2287,0.0,57891.0,0.9172,0.0345,0.0,63251.0,0.3731,337.84,328.519,12796.0,3.1651,0.0313,91067.0,0.8027,0.0231,0.0,50292.0,0.5587,63.0,25.076,320.0,0.3125,0.0,1452.0,0.0,0.0,0.0,746.0,0.0,1167.784,1135.0,4786.0,7.8771,0.0,34934.0,0.7242,0.083,482.836,11529.0,2.498,0.0,111.928,0.0,0.0,0.0,1348.0,0.0,0.0,0.0,840.0,0.0
1558359900,282.0,357.031,8313.0,1.3713,0.0,19534.0,0.7269,0.041,0.0,7264.0,0.6883,484.194,685.58,4802.0,3.4777,0.1458,18692.0,1.2091,0.0695,0.0,7342.0,0.8989,287.274,877.325,1640.0,0.4268,0.0,19679.0,0.7521,0.0915,0.0,14189.0,1.2333,481.172,838.032,6142.0,1.6607,0.0,21696.0,0.5669,0.0645,0.0,8662.0,3.0709,167.912,298.325,1539.0,1.2346,0.065,11672.0,1.3622,0.0514,0.0,3355.0,0.4471,224.392,338.784,17909.0,1.3178,0.0,31781.0,0.6639,0.0975,0.0,18108.0,0.5633,213.756,334.33,22761.0,1.3444,0.0,44030.0,1.6898,0.0454,0.0,16173.0,1.0079,223.55,274.636,13018.0,1.1599,0.0,10778.0,6.337,0.0371,0.0,5624.0,0.1067,910.366,505.328,9991.0,1.3812,0.0,47024.0,1.6502,0.034,0.0,17581.0,2.6108,1147.26,309.0,2851.0,0.4911,0.0351,9572.0,0.5224,0.1045,0.0,3927.0,0.1783,205.486,430.0,4240.0,1.1792,0.0,30999.0,3.1324,0.0226,0.0,19370.0,3.0976,339.6,403.236,14735.0,1.6695,0.0,55480.0,1.3428,0.0487,0.0,20790.0,1.3035,315.82,354.0,12736.0,4.3734,0.0314,40088.0,1.3969,0.0299,0.0,16154.0,1.919,227.0,22.0,302.0,0.3311,0.0,1416.0,0.0,0.0,0.0,564.0,0.0,1603.38,1974.56,3590.0,9.805,0.0,22418.0,0.9278,0.0089,724.216,5712.0,4.7269,0.0,20.239,0.0,0.0,0.0,1323.0,0.0,0.0,0.0,856.0,0.0
1558360200,239.062,330.424,9145.0,2.4932,0.0,21399.0,0.5281,0.0187,0.0,8461.0,0.5909,431.324,661.73,5552.0,4.2327,0.1081,18145.0,0.8928,0.0331,0.0,7310.0,1.3406,894.558,751.626,1670.0,0.4192,0.0,18220.0,0.7409,0.0714,0.0,13289.0,1.2943,378.405,742.366,6416.0,1.0754,0.0,23812.0,0.4536,0.042,0.0,8912.0,3.0296,274.15,195.75,1725.0,1.2174,0.058,11796.0,0.8817,0.0339,0.0,4307.0,0.9984,230.005,356.77,19571.0,1.9519,0.0,34180.0,0.5705,0.038,0.0,20638.0,0.4167,215.0,337.831,25032.0,1.562,0.0,46664.0,0.9129,0.0493,0.0,19278.0,0.913,155.228,283.467,15316.0,1.1622,0.0,11520.0,4.8872,0.0434,0.0,7382.0,0.0,312.496,322.164,10641.0,1.8983,0.0,49151.0,1.2716,0.0509,0.0,19730.0,2.4987,268.37,320.0,2710.0,1.3653,0.0369,9900.0,0.2121,0.0707,0.0,4388.0,0.2051,215.488,380.27,5303.0,1.6029,0.0,32135.0,2.6855,0.0156,0.0,20136.0,3.1138,336.157,374.694,15908.0,0.9429,0.0,55745.0,0.9472,0.0323,0.0,26643.0,0.8633,289.737,333.308,12934.0,3.8194,0.0309,39813.0,1.1479,0.0226,0.0,23030.0,1.5284,68.0,20.111,311.0,0.9646,0.0,1455.0,0.0,0.0,0.0,461.0,0.0,958.561,1170.473,3489.0,9.6016,0.0,19861.0,0.6848,0.0352,497.644,5198.0,5.2135,0.0,18.685,0.0,0.0,0.0,1363.0,0.0,0.0,0.0,836.0,0.0
1558360500,254.984,360.491,10241.0,2.3826,0.0,26034.0,0.4993,0.0384,0.0,8928.0,0.8401,865.44,666.972,6023.0,3.7855,0.1328,21470.0,1.0014,0.0326,0.0,6894.0,1.4941,429.614,752.51,1999.0,0.9005,0.0,20199.0,0.7278,0.0891,0.0,12754.0,1.2545,523.648,731.592,7676.0,1.0943,0.0,24294.0,0.4569,0.0165,0.0,8544.0,2.9846,252.328,206.562,1665.0,0.961,0.0601,11738.0,1.2438,0.1022,0.0,3127.0,0.8954,189.0,307.793,21147.0,2.2746,0.0,35171.0,0.7336,0.0227,0.0,17212.0,0.5403,234.71,334.937,25674.0,1.484,0.0,57270.0,1.2624,0.0314,0.0,17426.0,1.0042,146.56,261.637,16570.0,1.1768,0.0,11941.0,5.4267,0.0,0.0,5804.0,0.0517,274.102,290.905,12650.0,1.0751,0.0,52931.0,1.4717,0.034,0.0,17175.0,2.9403,225.64,352.692,3584.0,3.7109,0.0,12344.0,0.2592,0.0567,0.0,4273.0,0.0702,225.864,404.792,5393.0,1.9284,0.0,34708.0,2.8005,0.0058,0.0,20719.0,2.7752,310.697,384.435,16786.0,1.0187,0.0,60847.0,1.2885,0.0411,0.0,21585.0,0.9729,341.3,336.0,14220.0,3.699,0.0281,47999.0,1.1542,0.0458,0.0,17234.0,2.1701,68.0,15.074,323.0,0.6192,0.0,1470.0,0.0,0.0,0.0,469.0,0.0,1633.885,1241.254,4355.0,8.1286,0.0,21091.0,0.697,0.0711,1447.044,5663.0,5.068,0.0,146.234,0.0,0.0,0.0,1346.0,0.0,0.0,0.0,824.0,0.0
1558360800,233.746,366.471,13703.0,2.3571,0.0,46845.0,0.2946,0.0427,0.0,16389.0,0.3905,319.708,671.775,10181.0,2.3868,0.108,32725.0,0.602,0.0183,0.0,16174.0,0.6925,351.488,713.748,5937.0,1.0948,0.0,36671.0,0.4718,0.0545,0.0,25441.0,0.6053,475.23,710.864,17899.0,0.8548,0.0,43637.0,0.2773,0.0367,0.0,19912.0,1.4865,186.908,275.0,4864.0,1.8092,0.0,31504.0,0.565,0.0476,0.0,8448.0,0.367,201.0,299.488,47000.0,0.9468,0.0021,85608.0,0.3785,0.0467,0.0,39130.0,0.276,237.312,303.213,45944.0,1.1732,0.0,127799.0,0.5149,0.0352,0.0,42975.0,0.4793,178.145,270.032,26968.0,0.9864,0.0,22874.0,3.1608,0.035,0.0,9867.0,0.0507,460.136,370.414,42032.0,0.6781,0.0,144859.0,0.738,0.0359,0.0,50837.0,1.0583,344.888,294.826,5349.0,1.5143,0.0187,28903.0,0.346,0.0069,0.0,8883.0,0.0225,207.0,450.0,14162.0,1.5746,0.0,82075.0,1.4706,0.0317,0.0,49274.0,1.0614,438.432,410.766,47267.0,1.1001,0.0,141983.0,0.531,0.0444,0.0,69366.0,0.3157,423.36,369.129,39973.0,2.3391,0.01,117090.0,0.5987,0.0222,0.0,56304.0,0.6234,206.0,29.197,307.0,0.9772,0.0,1466.0,0.0,0.0,0.0,565.0,0.0,1242.144,1477.987,6308.0,9.1313,0.0,28631.0,0.4436,0.0314,0.0,8767.0,3.2052,0.0,195.384,0.0,0.0,0.0,1364.0,0.0,0.0,0.0,848.0,0.0
1558361100,272.0,397.0,12920.0,3.7539,0.0,61479.0,0.3416,0.026,0.0,23422.0,0.2391,388.866,816.426,9027.0,2.8802,0.0775,44021.0,0.6929,0.0227,0.0,21338.0,0.3984,314.354,835.435,4141.0,2.1734,0.0,46040.0,0.4018,0.0261,0.0,36174.0,0.4921,519.752,879.895,18638.0,1.1536,0.0,60202.0,0.3521,0.0764,0.0,27981.0,1.1043,344.541,327.398,4569.0,2.1887,0.0219,69674.0,0.3631,0.0445,0.0,16327.0,0.2511,279.896,340.211,47226.0,1.1286,0.0,136964.0,0.3468,0.0569,0.0,61856.0,0.1697,289.0,323.929,39163.0,1.4887,0.0,177754.0,0.6498,0.0518,0.0,63061.0,0.3346,195.788,338.424,24275.0,0.8733,0.0,42367.0,2.5303,0.0212,0.0,14222.0,0.0281,1054.192,614.37,32650.0,1.4119,0.0,201871.0,0.6014,0.0337,0.0,72258.0,0.7279,1548.3,531.56,4601.0,2.3473,0.0,30619.0,0.3233,0.0457,0.0,10584.0,0.0378,259.873,564.251,9627.0,1.5373,0.0,112514.0,1.2736,0.0196,527.842,61658.0,0.7931,321.425,420.257,39647.0,1.3318,0.0,188143.0,0.5937,0.0181,0.0,99174.0,0.2037,1082.821,334.0,32627.0,2.7186,0.0123,146440.0,0.6378,0.0321,0.0953,79708.0,0.4052,129.0,21.721,300.0,0.3333,0.0,1403.0,0.0,0.0,260.188,623.0,0.0,3409.417,3711.792,7083.0,9.5581,0.0,35217.0,0.7354,0.0454,0.0,11525.0,2.3167,0.0,59.965,0.0,0.0,0.0,1307.0,0.0,0.0,0.0,821.0,0.0
1558361400,255.03,414.0,8995.0,1.7788,0.0,28265.0,0.4918,0.0318,0.0,11017.0,0.6263,1201.628,985.105,5354.0,2.3907,0.1494,24570.0,0.7774,0.0407,0.0,9907.0,1.1709,342.24,967.919,2011.0,1.094,0.0,24456.0,0.5111,0.0777,0.0,23199.0,0.8362,564.043,1023.47,7573.0,1.4129,0.0,32835.0,0.3807,0.0487,0.0,14082.0,2.6488,221.2,275.482,1712.0,1.1682,0.0584,28135.0,0.6682,0.0889,0.0,6061.0,1.0064,218.202,386.526,20611.0,2.1202,0.0049,49974.0,0.5743,0.1001,0.0,23317.0,0.6176,221.0,335.504,24397.0,1.5494,0.0,64748.0,0.885,0.0417,0.0,23138.0,0.8255,192.747,321.641,16459.0,1.1544,0.0,15969.0,4.5714,0.0376,0.0,7077.0,0.0141,219.0,235.699,10839.0,1.8083,0.0,75726.0,1.1766,0.0423,0.0,26474.0,1.7678,227.212,285.46,3138.0,1.3066,0.0319,15040.0,0.4654,0.0532,0.0,5738.0,0.0174,307.038,409.0,4608.0,2.105,0.0,44313.0,2.4598,0.0113,317.0,26865.0,1.8425,284.403,350.081,16457.0,1.8715,0.0,76712.0,0.8903,0.0352,0.0,32343.0,0.5102,298.5,343.833,13170.0,3.0296,0.0304,56976.0,1.0443,0.0456,0.0,26088.0,1.2305,76.0,81.41,308.0,0.6494,0.0,1412.0,0.0,0.0,206.0,440.0,0.0,4178.6,3493.348,4400.0,9.9545,0.0,22128.0,0.6282,0.0271,0.0,6662.0,3.9478,0.0,19.0,0.0,0.0,0.0,1329.0,0.0,0.0,0.0,835.0,0.0
1558361700,645.488,391.0,8372.0,1.3975,0.0,22161.0,0.6047,0.0271,0.0,8549.0,0.7135,1236.72,902.032,4550.0,2.4835,0.1758,18248.0,1.2056,0.0219,0.0,7197.0,1.6396,264.456,978.215,2019.0,5.052,0.0,20746.0,0.8146,0.106,0.0,16799.0,1.1608,378.0,1099.846,6200.0,1.1129,0.0,24910.0,0.6423,0.0241,0.0,9613.0,4.0778,187.078,232.057,1357.0,0.7369,0.0737,16309.0,1.0362,0.0245,0.0,3696.0,1.2716,216.353,386.298,18220.0,1.7892,0.0,37411.0,0.9222,0.0695,0.0,17040.0,0.716,217.114,339.0,23909.0,2.062,0.0,51299.0,1.7135,0.0214,0.0,17473.0,1.0588,166.0,332.674,14932.0,1.3193,0.0,13361.0,6.3244,0.0449,0.0,5857.0,0.0341,237.782,244.759,9523.0,2.3312,0.0,51398.0,1.8483,0.0175,0.0,19045.0,2.4101,257.984,276.536,3076.0,3.5436,0.0,10964.0,0.5108,0.073,0.0,4144.0,0.0241,250.472,394.819,4935.0,1.6008,0.0,33567.0,3.6047,0.0179,303.052,20557.0,2.1404,579.484,462.0,14612.0,0.9855,0.0068,57583.0,1.5525,0.0295,0.0,23411.0,0.7731,537.207,399.192,12598.0,4.6039,0.0476,44139.0,1.6289,0.0249,0.0,18127.0,1.5778,67.0,19.528,315.0,0.0,0.0,1386.0,0.0,0.0,200.0,473.0,0.0,2504.586,3077.748,4099.0,9.051,0.0,19042.0,0.751,0.0368,0.0,5810.0,4.7849,0.0,132.885,0.0,0.0,0.0,1333.0,0.0,0.0,0.0,853.0,0.0
1558362000,238.112,504.681,7855.0,1.8332,0.0,21957.0,0.4964,0.0455,0.0,7906.0,0.5312,1210.4,723.048,4298.0,2.5826,0.0931,17123.0,0.9811,0.0467,0.0,6537.0,2.2181,235.331,769.296,1722.0,0.4646,0.0,19928.0,0.6072,0.1706,0.0,14370.0,1.5658,652.261,775.4,6403.0,2.4676,0.0,23570.0,0.4879,0.0424,0.0,9077.0,4.0983,256.153,247.61,1343.0,1.7126,0.0745,14237.0,0.9763,0.014,0.0,4167.0,1.0319,216.012,346.937,18369.0,1.5951,0.0054,35565.0,0.6439,0.0844,0.0,20403.0,0.5391,216.3,332.0,21827.0,2.2999,0.0,50710.0,1.0925,0.0197,0.0,20108.0,0.9548,140.661,318.91,13539.0,1.1375,0.0,13110.0,5.1106,0.0153,0.0,6437.0,0.0311,297.59,258.829,9815.0,1.3958,0.0,49262.0,1.6158,0.0304,0.0,18966.0,2.4412,217.0,278.015,2555.0,0.1957,0.0,10474.0,0.3724,0.0955,0.0,4414.0,0.0227,257.872,397.472,4273.0,2.0126,0.0,33313.0,3.0889,0.018,322.024,20665.0,2.5454,448.598,392.588,14298.0,1.8954,0.0,54623.0,1.1662,0.0439,0.0,25693.0,0.8835,565.528,371.138,11457.0,3.2818,0.0349,43128.0,1.3495,0.0371,0.0,19961.0,1.3176,67.0,21.322,305.0,0.3279,0.0,1454.0,0.0,0.0,303.0,466.0,0.0,2837.095,2971.23,4005.0,8.5643,0.0,18795.0,0.7396,0.0053,0.0,5266.0,4.8804,0.0,16.332,0.0,0.0,0.0,1334.0,0.0,0.0,0.0,831.0,0.0
1558362300,228.1,442.008,8175.0,1.4067,0.0,21934.0,0.6383,0.0091,0.0,7390.0,0.5413,1248.042,690.236,4478.0,2.1885,0.0893,17729.0,1.1394,0.0338,0.0,6154.0,2.3724,288.968,720.039,1501.0,0.2665,0.0,19461.0,0.8427,0.1028,0.0,12302.0,2.0566,448.876,794.0,5820.0,1.0653,0.0,21708.0,0.6357,0.0415,0.0,8316.0,4.2328,259.212,261.188,1184.0,1.6892,0.0,12533.0,1.2607,0.0,0.0,3083.0,1.3947,231.786,360.012,17364.0,1.1057,0.0,33595.0,0.9734,0.0506,0.0,14798.0,0.7028,214.984,354.0,17641.0,2.5452,0.0,47293.0,1.6662,0.0444,0.0,15048.0,1.2095,168.392,310.51,13255.0,0.9657,0.0,11659.0,7.1704,0.0686,0.0,6281.0,0.0318,267.701,249.0,10842.0,2.6748,0.0,47932.0,1.8651,0.0334,0.0,15518.0,3.177,235.024,289.848,2568.0,1.2461,0.0389,10181.0,0.4911,0.0,0.0,3967.0,0.0504,212.076,494.97,4430.0,1.8736,0.0,31950.0,3.6119,0.0344,321.175,18301.0,2.6556,260.075,356.078,13425.0,1.013,0.0074,51461.0,1.5876,0.0389,0.0,19227.0,1.2222,293.12,334.197,11063.0,2.6665,0.0362,39350.0,1.6544,0.061,0.0,13808.0,1.854,64.0,21.112,318.0,0.0,0.0,1470.0,0.0,0.0,204.57,575.0,0.0,3134.056,2493.184,4164.0,8.4534,0.0,17804.0,1.0447,0.0112,0.0,4981.0,5.1596,0.0,174.231,0.0,0.0,0.0,1323.0,0.0,0.0,0.0,836.0,0.0
1558362600,232.491,436.193,11788.0,1.9427,0.0,31705.0,0.4006,0.0252,0.0,11794.0,0.2798,456.814,678.552,6568.0,2.3447,0.0914,21865.0,0.8278,0.0366,0.0,9099.0,1.3738,419.01,701.764,2966.0,0.8092,0.0,23544.0,0.4332,0.0722,0.0,15120.0,1.7328,376.0,720.124,10639.0,0.8271,0.0,26751.0,0.4,0.0224,0.0,12146.0,2.9063,201.294,259.328,2903.0,1.1368,0.0344,20970.0,0.8298,0.0477,0.0,4973.0,0.8245,213.227,336.548,33324.0,1.2213,0.003,59296.0,0.5093,0.0489,0.0,26724.0,0.3555,265.542,324.0,29412.0,0.9962,0.0,90303.0,0.7873,0.031,0.0,30389.0,0.6219,201.919,281.594,19460.0,0.5601,0.0,17919.0,4.1353,0.067,0.0,7723.0,0.0129,218.0,244.0,27393.0,0.7374,0.0,95134.0,1.0743,0.0221,0.0,32388.0,1.4882,251.504,263.9,4297.0,2.4901,0.0233,19089.0,0.1676,0.0262,0.0,6776.0,0.0,202.3,433.0,10549.0,1.858,0.0,53259.0,2.1517,0.0075,366.368,32132.0,1.6214,352.637,383.0,31554.0,0.8557,0.0,92648.0,0.7912,0.014,0.0,42918.0,0.5149,343.658,349.236,25635.0,2.3952,0.0156,72823.0,0.9777,0.033,0.0,32988.0,0.8336,77.0,24.145,310.0,0.6452,0.0,1491.0,0.0,0.0,310.1,523.0,0.0,2620.956,3172.086,5888.0,8.1861,0.0,21966.0,0.5873,0.0546,0.0,6866.0,3.7576,0.0,15.89,0.0,0.0,0.0,1322.0,0.0,0.0,0.0,838.0,0.0
1558362900,286.164,402.878,10012.0,2.5669,0.0,40125.0,0.4835,0.0324,0.0,15404.0,0.1948,297.125,824.447,6456.0,3.9963,0.1859,30357.0,0.9158,0.0329,0.0,11984.0,1.0931,295.15,855.006,2442.0,1.5152,0.0,28494.0,0.5685,0.0562,0.0,18487.0,1.0764,533.376,873.61,11963.0,0.8359,0.0,34090.0,0.4869,0.0293,0.0,16759.0,2.2316,303.16,258.0,3272.0,1.8337,0.0306,40340.0,0.6668,0.0421,0.0,9349.0,0.5134,235.878,375.448,36402.0,1.0769,0.0,93145.0,0.5379,0.0419,0.0,40313.0,0.2183,249.0,319.0,26114.0,1.3326,0.0,124730.0,0.853,0.0433,0.0,41413.0,0.4515,181.159,396.0,18879.0,0.6939,0.0,32434.0,3.0554,0.0123,0.0,11076.0,0.0361,305.34,252.066,23971.0,1.1055,0.0,135389.0,0.8841,0.0362,0.0,45192.0,0.9803,237.624,280.99,3719.0,1.9898,0.0,19869.0,0.307,0.0302,0.0,6499.0,0.0462,255.125,425.548,7381.0,1.6393,0.0,74471.0,1.8128,0.0094,356.519,38374.0,1.3603,431.24,380.554,29278.0,1.1818,0.0034,125105.0,0.8137,0.0296,0.0,63618.0,0.36,411.072,338.751,22483.0,2.2684,0.0178,94754.0,0.9551,0.0222,0.0,46053.0,0.6232,200.0,30.296,296.0,0.0,0.0,1392.0,0.0,0.0,247.704,547.0,0.0,2408.366,2294.06,4813.0,11.1157,0.0,28880.0,0.4571,0.0416,0.0,9753.0,2.4198,0.0,171.302,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,833.0,0.0
1558363200,225.559,537.502,7845.0,1.8101,0.0,23504.0,0.5318,0.0425,0.0,8521.0,0.6924,1262.676,854.263,6456.0,3.9963,0.1859,30357.0,0.9158,0.0329,0.0,11984.0,1.0931,332.7,866.535,2442.0,1.5152,0.0,28494.0,0.5685,0.0562,0.0,18487.0,1.0764,543.875,879.017,11963.0,0.8359,0.0,34090.0,0.4869,0.0293,0.0,16759.0,2.2316,269.078,220.305,1319.0,1.7437,0.0758,17911.0,0.8096,0.0391,0.0,3979.0,1.3069,244.36,414.417,17846.0,2.1742,0.0,38616.0,0.7303,0.057,0.0,17458.0,0.6874,379.284,370.56,16176.0,1.6939,0.0062,54244.0,1.1061,0.0295,0.0,17607.0,0.9882,184.0,298.355,14146.0,0.6574,0.0,13829.0,4.881,0.0651,0.0,6033.0,0.0166,180.2,244.0,8702.0,2.1604,0.0,55090.0,1.6083,0.0236,0.0,18853.0,2.4771,302.359,278.204,2639.0,0.7958,0.0379,10864.0,0.4971,0.0184,0.0,4343.0,0.0461,253.378,430.827,7381.0,1.6393,0.0,74471.0,1.8128,0.0094,320.259,38374.0,1.3603,463.723,402.662,29278.0,1.1818,0.0034,125105.0,0.8137,0.0296,0.0,63618.0,0.36,416.62,437.235,22483.0,2.2684,0.0178,94754.0,0.9551,0.0222,0.0,46053.0,0.6232,64.0,29.0,319.0,0.0,0.0,1420.0,0.0,0.0,300.427,541.0,0.0,2048.974,2539.394,4813.0,11.1157,0.0,28880.0,0.4571,0.0416,0.0,9753.0,2.4198,0.0,15.834,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,833.0,0.0
