,B_mcrsvrmcrmres,B_mngsvrmngmres,B_mcrsvrallcode,B_mcrsvrcode4xxRateFail,B_mcrsvrcode5xxRateFail,B_mngsvrallcode,B_mngsvrcode4xxRateFail,B_mngsvrcode5xxRateFail,B_mjssvrcode5xxRateFail,B_mjssvrallcode,B_mjssvrcode4xxRateFail,W_mcrsvrmcrmres,W_mngsvrmngmres,W_mcrsvrallcode,W_mcrsvrcode4xxRateFail,W_mcrsvrcode5xxRateFail,W_mngsvrallcode,W_mngsvrcode4xxRateFail,W_mngsvrcode5xxRateFail,W_mjssvrcode5xxRateFail,W_mjssvrallcode,W_mjssvrcode4xxRateFail,I_mcrsvrmcrmres,I_mngsvrmngmres,I_mcrsvrallcode,I_mcrsvrcode4xxRateFail,I_mcrsvrcode5xxRateFail,I_mngsvrallcode,I_mngsvrcode4xxRateFail,I_mngsvrcode5xxRateFail,I_mjssvrcode5xxRateFail,I_mjssvrallcode,I_mjssvrcode4xxRateFail,AI_mcrsvrmcrmres,AI_mngsvrmngmres,AI_mcrsvrallcode,AI_mcrsvrcode4xxRateFail,AI_mcrsvrcode5xxRateFail,AI_mngsvrallcode,AI_mngsvrcode4xxRateFail,AI_mngsvrcode5xxRateFail,AI_mjssvrcode5xxRateFail,AI_mjssvrallcode,AI_mjssvrcode4xxRateFail,IJ_mcrsvrmcrmres,IJ_mngsvrmngmres,IJ_mcrsvrallcode,IJ_mcrsvrcode4xxRateFail,IJ_mcrsvrcode5xxRateFail,IJ_mngsvrallcode,IJ_mngsvrcode4xxRateFail,IJ_mngsvrcode5xxRateFail,IJ_mjssvrcode5xxRateFail,IJ_mjssvrallcode,IJ_mjssvrcode4xxRateFail,IE_mcrsvrmcrmres,IE_mngsvrmngmres,IE_mcrsvrallcode,IE_mcrsvrcode4xxRateFail,IE_mcrsvrcode5xxRateFail,IE_mngsvrallcode,IE_mngsvrcode4xxRateFail,IE_mngsvrcode5xxRateFail,IE_mjssvrcode5xxRateFail,IE_mjssvrallcode,IE_mjssvrcode4xxRateFail,S_mcrsvrmcrmres,S_mngsvrmngmres,S_mcrsvrallcode,S_mcrsvrcode4xxRateFail,S_mcrsvrcode5xxRateFail,S_mngsvrallcode,S_mngsvrcode4xxRateFail,S_mngsvrcode5xxRateFail,S_mjssvrcode5xxRateFail,S_mjssvrallcode,S_mjssvrcode4xxRateFail,AC_mcrsvrmcrmres,AC_mngsvrmngmres,AC_mcrsvrallcode,AC_mcrsvrcode4xxRateFail,AC_mcrsvrcode5xxRateFail,AC_mngsvrallcode,AC_mngsvrcode4xxRateFail,AC_mngsvrcode5xxRateFail,AC_mjssvrcode5xxRateFail,AC_mjssvrallcode,AC_mjssvrcode4xxRateFail,L_mcrsvrmcrmres,L_mngsvrmngmres,L_mcrsvrallcode,L_mcrsvrcode4xxRateFail,L_mcrsvrcode5xxRateFail,L_mngsvrallcode,L_mngsvrcode4xxRateFail,L_mngsvrcode5xxRateFail,L_mjssvrcode5xxRateFail,L_mjssvrallcode,L_mjssvrcode4xxRateFail,R_mcrsvrmcrmres,R_mngsvrmngmres,R_mcrsvrallcode,R_mcrsvrcode4xxRateFail,R_mcrsvrcode5xxRateFail,R_mngsvrallcode,R_mngsvrcode4xxRateFail,R_mngsvrcode5xxRateFail,R_mjssvrcode5xxRateFail,R_mjssvrallcode,R_mjssvrcode4xxRateFail,M_mcrsvrmcrmres,M_mngsvrmngmres,M_mcrsvrallcode,M_mcrsvrcode4xxRateFail,M_mcrsvrcode5xxRateFail,M_mngsvrallcode,M_mngsvrcode4xxRateFail,M_mngsvrcode5xxRateFail,M_mjssvrcode5xxRateFail,M_mjssvrallcode,M_mjssvrcode4xxRateFail,AA_mcrsvrmcrmres,AA_mngsvrmngmres,AA_mcrsvrallcode,AA_mcrsvrcode4xxRateFail,AA_mcrsvrcode5xxRateFail,AA_mngsvrallcode,AA_mngsvrcode4xxRateFail,AA_mngsvrcode5xxRateFail,AA_mjssvrcode5xxRateFail,AA_mjssvrallcode,AA_mjssvrcode4xxRateFail,AB_mcrsvrmcrmres,AB_mngsvrmngmres,AB_mcrsvrallcode,AB_mcrsvrcode4xxRateFail,AB_mcrsvrcode5xxRateFail,AB_mngsvrallcode,AB_mngsvrcode4xxRateFail,AB_mngsvrcode5xxRateFail,AB_mjssvrcode5xxRateFail,AB_mjssvrallcode,AB_mjssvrcode4xxRateFail,IA_mcrsvrmcrmres,IA_mngsvrmngmres,IA_mcrsvrallcode,IA_mcrsvrcode4xxRateFail,IA_mcrsvrcode5xxRateFail,IA_mngsvrallcode,IA_mngsvrcode4xxRateFail,IA_mngsvrcode5xxRateFail,IA_mjssvrcode5xxRateFail,IA_mjssvrallcode,IA_mjssvrcode4xxRateFail,AS_mcrsvrmcrmres,AS_mngsvrmngmres,AS_mcrsvrallcode,AS_mcrsvrcode4xxRateFail,AS_mcrsvrcode5xxRateFail,AS_mngsvrallcode,AS_mngsvrcode4xxRateFail,AS_mngsvrcode5xxRateFail,AS_mjssvrcode5xxRateFail,AS_mjssvrallcode,AS_mjssvrcode4xxRateFail,AP_mcrsvrmcrmres,AP_mngsvrmngmres,AP_mcrsvrallcode,AP_mcrsvrcode4xxRateFail,AP_mcrsvrcode5xxRateFail,AP_mngsvrallcode,AP_mngsvrcode4xxRateFail,AP_mngsvrcode5xxRateFail,AP_mjssvrcode5xxRateFail,AP_mjssvrallcode,AP_mjssvrcode4xxRateFail
1558248000,25.0,21.326,411.0,0.0,0.0,1833.0,0.0,0.0,0.0,1989.0,0.0,249.241,627.215,1427.0,2.733,0.0701,3755.0,0.2663,0.0,0.0,2139.0,2.1038,1087.547,663.67,911.0,0.4391,0.0,4665.0,0.1715,0.0,0.0,6621.0,0.0,605.05,692.06,1345.0,0.8178,0.0,3498.0,0.2287,0.0,0.0,2811.0,0.9605,5.0,47.571,291.0,0.0,0.0,861.0,0.0,0.0,0.0,912.0,0.0,40.9,37.258,584.0,0.0,0.0,3366.0,0.0,0.0,0.0,2973.0,0.0,19.67,37.374,929.0,0.0,0.0,3042.0,0.0,0.0,0.0,3146.0,0.0,5.0,37.178,352.0,0.0,0.0,1328.0,0.0,0.0,7.0,1247.0,0.0,226.186,224.936,2390.0,1.8828,0.0,11172.0,1.0383,0.0,0.0,5909.0,2.86,159.316,183.995,1171.0,1.9641,0.0,1835.0,0.545,0.0,0.0,2573.0,0.0,229.804,332.065,1621.0,1.9124,0.0,8418.0,1.4136,0.0,0.0,9094.0,1.6055,285.52,293.752,1987.0,2.466,0.0,9208.0,1.2598,0.0,281.918,7053.0,1.8007,349.9,322.56,2786.0,2.9074,0.1436,10122.0,1.2053,0.0,0.0,6397.0,2.7513,215.0,18.034,323.0,0.0,0.0,1472.0,0.0,0.0,0.0,432.0,0.0,777.308,1463.62,2078.0,13.0895,0.0,5705.0,0.8063,0.0,0.0,3094.0,5.5268,0.0,140.71,0.0,0.0,0.0,1358.0,0.0,0.0,0.0,841.0,0.0
1558248300,10.0,21.358,409.0,0.0,0.0,1821.0,0.0,0.0,0.0,1991.0,0.0,269.506,655.296,1142.0,0.8757,0.0,3724.0,0.2685,0.0,0.0,2004.0,1.497,261.744,669.884,844.0,0.0,0.0,4872.0,0.1232,0.0,0.0,6747.0,0.0,250.783,629.088,1209.0,2.316,0.0,3652.0,0.1643,0.0,0.0,2634.0,0.9491,6.0,33.536,289.0,0.0,0.0,849.0,0.0,0.0,0.0,919.0,0.0,2335.3,38.152,584.0,0.0,0.1712,3336.0,0.0,0.0,0.0,2975.0,0.0,56.424,33.918,921.0,0.0,0.0,3041.0,0.0,0.0,0.0,3107.0,0.0,25.0,41.488,354.0,0.0,0.0,1310.0,0.0,0.0,7.0,1251.0,0.0,286.68,229.479,2711.0,3.0247,0.0,11023.0,1.134,0.0272,0.0,5981.0,2.7922,208.022,251.911,1157.0,1.4693,0.0,1986.0,0.5035,0.0,0.0,2683.0,0.0,236.744,342.916,1641.0,1.8891,0.0,8506.0,1.3873,0.0,0.0,8770.0,1.6534,248.592,323.685,2051.0,1.1702,0.0,8754.0,1.188,0.0,279.818,7092.0,1.9459,475.672,309.76,2628.0,4.7184,0.1522,9739.0,1.2219,0.0,0.0,5916.0,3.0257,64.0,18.0,314.0,0.0,0.0,1537.0,0.0,0.0,0.0,441.0,0.0,780.802,1033.196,2099.0,13.2444,0.0,5791.0,0.518,0.0173,0.0,2956.0,6.4276,0.0,143.254,0.0,0.0,0.0,1373.0,0.0,0.0,0.0,812.0,0.0
1558248600,12.0,25.0,416.0,0.0,0.0,1839.0,0.0,0.0,0.0,1988.0,0.0,264.509,627.14,1333.0,2.1005,0.075,3655.0,0.2736,0.0,0.0,2093.0,1.3856,973.759,632.8,871.0,0.0,0.0,4550.0,0.2198,0.0,0.0,6671.0,0.0,311.078,661.482,1346.0,1.4859,0.0,3422.0,0.1753,0.0584,0.0,2814.0,0.6397,95.0,33.096,292.0,0.0,0.0,855.0,0.0,0.0,0.0,900.0,0.0,6.0,35.16,582.0,0.0,0.0,3329.0,0.0,0.0,0.0,2976.0,0.0,18.62,40.0,939.0,0.0,0.0,3043.0,0.0,0.0,0.0,3119.0,0.0,6.0,39.211,358.0,0.0,0.0,1322.0,0.0,0.0,19.78,1256.0,0.0,190.809,208.642,2207.0,2.2202,0.0,10655.0,0.901,0.0,0.0,6319.0,2.4687,171.046,236.634,914.0,0.0,0.1094,1951.0,0.3075,0.0,0.0,2628.0,0.0,234.888,307.295,1516.0,2.1108,0.0,8159.0,1.483,0.0,0.0,8909.0,1.65,255.48,301.617,1815.0,1.4325,0.0,8882.0,0.9007,0.045,275.006,6997.0,2.1581,531.452,315.0,2307.0,2.6875,0.1734,9701.0,1.0824,0.0,0.0,6071.0,2.8496,69.0,19.971,319.0,0.0,0.0,1528.0,0.0,0.0,0.0,432.0,0.0,740.66,1222.608,2065.0,12.4455,0.0,5656.0,0.442,0.0177,0.0,3103.0,6.252,0.0,150.969,0.0,0.0,0.0,1373.0,0.0,0.0,0.0,823.0,0.0
1558248900,23.0,24.66,406.0,0.0,0.0,1837.0,0.0,0.0,0.0,2004.0,0.0,377.76,612.556,1348.0,2.819,0.0742,3537.0,0.2827,0.0,0.0,2028.0,1.3807,271.982,681.78,922.0,0.0,0.0,4504.0,0.1776,0.0,0.0,6711.0,0.149,324.375,737.2,1205.0,0.4979,0.0,3868.0,0.1551,0.0517,0.0,2564.0,0.702,24.0,27.914,284.0,0.0,0.0,864.0,0.0,0.0,0.0,926.0,0.0,22.54,41.328,586.0,0.0,0.0,3371.0,0.0,0.0,0.0,3001.0,0.0,109.9,34.0,941.0,0.0,0.0,3040.0,0.0,0.0,0.0,3164.0,0.0,8.0,40.376,347.0,0.0,0.0,1302.0,0.0,0.0,24.23,1270.0,0.0,204.36,209.0,2433.0,1.8907,0.0,11062.0,1.0486,0.0,0.0,5936.0,2.527,206.843,308.0,901.0,0.444,0.111,1926.0,0.5192,0.0,0.0,2608.0,0.0,278.021,409.276,1492.0,2.748,0.0,8388.0,1.4545,0.0,0.0,8793.0,1.74,295.0,334.104,1807.0,1.4388,0.0,9224.0,1.2142,0.0,313.42,7071.0,2.1213,487.186,309.308,2407.0,2.0357,0.1662,9845.0,1.1376,0.0,0.0,5814.0,3.1132,66.0,25.874,314.0,0.0,0.0,1518.0,0.0,0.0,0.0,446.0,0.0,1293.332,1925.352,1913.0,14.2708,0.0,6088.0,0.3942,0.1478,0.0,3097.0,6.1027,0.0,682.014,0.0,0.0,0.0,1402.0,0.0,0.0,0.0,851.0,0.0
1558249200,974.096,452.598,1400.0,1.1429,0.0,3654.0,0.6842,0.0,0.0,3501.0,0.0,280.734,623.79,1398.0,2.1459,0.0715,4021.0,0.3482,0.0,0.0,2195.0,1.3212,1225.848,668.51,868.0,0.0,0.0,5090.0,0.1572,0.0,0.0,6822.0,0.0293,408.906,667.849,1858.0,0.4306,0.0,4299.0,0.1396,0.093,0.0,2879.0,0.7642,918.936,362.468,507.0,0.9862,0.1972,1974.0,0.6079,0.0,0.0,1405.0,1.0676,542.276,371.078,5202.0,2.3068,0.0,6921.0,0.3757,0.1445,0.0,5124.0,0.0,563.216,468.079,11196.0,1.1254,0.0,7372.0,0.7054,0.0,0.0,5792.0,0.3971,693.124,236.823,3552.0,2.027,0.0,2899.0,2.8286,0.0,0.0,2388.0,0.0,217.372,216.0,2219.0,2.0279,0.0,10782.0,0.8347,0.0,0.0,5880.0,2.619,169.176,239.832,914.0,0.0,0.1094,1822.0,0.2195,0.0,0.0,2770.0,0.0,317.016,343.7,1597.0,2.3795,0.0,8230.0,1.4459,0.0,0.0,8805.0,1.6468,245.194,323.0,2103.0,0.6657,0.0,8766.0,0.8556,0.0228,0.0,7043.0,1.9594,417.556,333.44,2688.0,1.7857,0.1488,10060.0,1.1133,0.0,0.0,5815.0,3.0439,90.0,17.975,326.0,0.0,0.0,1522.0,0.0,0.0,0.0,433.0,0.0,823.237,950.568,2251.0,12.3056,0.0,6384.0,0.3289,0.0313,0.0,3261.0,6.2557,0.0,774.796,0.0,0.0,0.0,1416.0,0.0,0.0,0.0,841.0,0.0
1558249500,461.288,347.713,1613.0,1.3639,0.0,3949.0,0.7597,0.0,0.0,3985.0,0.0,1811.71,606.07,1605.0,1.6822,0.0623,3810.0,0.3675,0.0,0.0,2103.0,1.379,746.5,679.616,856.0,0.2336,0.0,4908.0,0.2445,0.0407,0.0,6765.0,0.0148,401.54,646.572,1992.0,0.9538,0.0,3928.0,0.2546,0.0509,0.0,2955.0,0.5415,359.395,241.926,644.0,0.9317,0.0,2096.0,0.6679,0.0,0.0,1510.0,0.7947,240.95,427.932,5910.0,1.9459,0.0,8525.0,0.6334,0.0469,0.0,5836.0,0.0343,248.232,369.177,13266.0,0.4674,0.0,9442.0,1.218,0.0,0.0,6249.0,0.4321,2628.3,287.595,4595.0,2.568,0.0,3717.0,3.4167,0.0,0.0,2965.0,0.0,922.285,325.55,2448.0,3.7582,0.0,11376.0,1.1867,0.0,0.0,6127.0,2.5624,199.127,229.624,903.0,0.0,0.0,1889.0,0.5294,0.0,0.0,2619.0,0.0,242.058,351.22,2026.0,2.2211,0.0,8730.0,1.4204,0.0229,0.0,10981.0,1.4662,1112.027,345.0,2141.0,1.915,0.0,9247.0,1.2004,0.0,0.0,7214.0,1.7882,339.592,452.722,2551.0,2.9792,0.1568,10640.0,1.109,0.0,0.0,8412.0,2.223,173.0,17.065,307.0,0.0,0.0,1489.0,0.0,0.0,0.0,435.0,0.0,586.008,856.76,1916.0,13.8309,0.0,6524.0,0.5825,0.0613,0.0,3455.0,8.1042,0.0,146.898,0.0,0.0,0.0,1354.0,0.0,0.0,0.0,823.0,0.0
1558249800,1006.58,326.995,1830.0,0.765,0.0,4100.0,0.6098,0.0,0.0,3770.0,0.0,258.488,620.087,1266.0,2.2907,0.158,3719.0,0.3227,0.0,0.0,2146.0,1.3048,1148.294,670.7,887.0,1.6911,0.0,4865.0,0.1644,0.2055,0.0,6742.0,0.0,469.92,693.94,1880.0,0.6383,0.0,3530.0,0.17,0.0,0.0,2684.0,1.006,184.916,210.764,611.0,3.6007,0.1637,1976.0,0.6579,0.0,0.0,1461.0,0.8898,196.32,247.432,5255.0,1.6175,0.0,7355.0,0.3535,0.0,0.0,5495.0,0.091,190.991,339.636,13344.0,1.0866,0.0,8134.0,0.7008,0.0,0.0,6162.0,0.4219,851.038,240.754,4296.0,3.4916,0.0,3379.0,3.137,0.0296,0.0,2810.0,0.0,576.883,311.202,2237.0,1.4752,0.0,10596.0,0.8116,0.0,0.0,6107.0,2.7509,238.4,274.064,881.0,0.227,0.1135,1901.0,0.2104,0.0,0.0,2612.0,0.0,251.365,308.432,1493.0,2.0094,0.0,8379.0,1.5038,0.0,0.0,9180.0,1.6667,588.288,335.744,2404.0,1.2479,0.0,9185.0,0.8057,0.0,0.0,7050.0,1.8723,376.064,300.476,2769.0,3.6475,0.1445,10021.0,1.0179,0.0,0.0,6502.0,2.9068,188.0,22.97,309.0,0.0,0.0,1511.0,0.0,0.0,0.0,428.0,0.0,1104.31,842.158,1976.0,12.9555,0.0,6114.0,0.4253,0.0327,0.0,3324.0,8.3333,0.0,147.468,0.0,0.0,0.0,1344.0,0.0,0.0,0.0,813.0,0.0
1558250100,1253.946,325.668,1997.0,0.9514,0.0,4384.0,0.844,0.0456,0.0,3927.0,0.0255,278.418,614.468,1199.0,3.0025,0.0834,4032.0,0.1984,0.0,0.0,2134.0,1.4058,267.4,654.356,960.0,2.0833,0.0,4528.0,0.265,0.3092,0.0,6777.0,0.0,386.564,681.641,1786.0,0.6719,0.0,3227.0,0.2479,0.0,0.0,2723.0,1.065,586.746,484.88,602.0,3.1561,0.1661,1935.0,0.6718,0.0,0.0,1518.0,0.9223,184.17,256.281,5294.0,1.0956,0.0,8030.0,0.6227,0.1121,0.0,5863.0,0.2217,168.004,289.0,13400.0,0.5224,0.0,9891.0,1.193,0.0404,0.0,7419.0,0.3505,657.576,443.77,4197.0,1.0484,0.0,3341.0,4.1604,0.0,0.0,2789.0,0.0,1437.618,210.8,2107.0,4.6037,0.0,10934.0,1.006,0.0274,0.0,6090.0,2.8407,298.464,295.472,1030.0,0.9709,0.0971,1957.0,0.511,0.0,0.0,2652.0,0.0,305.025,337.426,1585.0,2.2082,0.0,8430.0,1.4709,0.0119,0.0,11621.0,1.2477,395.34,309.055,1880.0,1.1702,0.0,8815.0,1.1798,0.0,0.0,7082.0,1.8498,489.077,316.0,2291.0,1.9206,0.1746,9778.0,1.1966,0.0,0.0,5787.0,3.2314,69.0,20.986,329.0,0.0,0.0,1517.0,0.0,0.0,0.0,438.0,0.0,1025.448,792.552,2156.0,14.564,0.0,6403.0,0.8121,0.0156,0.0,3308.0,8.0109,0.0,147.62,0.0,0.0,0.0,1376.0,0.0,0.0,0.0,838.0,0.0
1558250400,586.756,277.445,1930.0,1.658,0.0,4137.0,0.7493,0.0,0.0,3975.0,0.0252,263.497,600.532,1427.0,2.1023,0.0,3656.0,0.2462,0.0,0.0,2145.0,1.4452,266.948,653.068,859.0,0.2328,0.0,4638.0,0.1294,0.0,0.0,6629.0,0.0,217.912,731.79,1848.0,0.5411,0.0,3207.0,0.2183,0.1247,0.0,2705.0,1.183,248.228,215.352,619.0,1.9386,0.1616,1917.0,0.6781,0.0,0.0,1377.0,0.9441,457.72,284.732,5380.0,1.3011,0.0,7932.0,0.353,0.0126,0.0,6097.0,0.2788,166.718,266.644,13828.0,0.3544,0.0,8715.0,0.6999,0.0,0.0,6346.0,0.4412,403.968,218.889,4652.0,2.558,0.0,3537.0,3.2513,0.0,0.0,2903.0,0.0344,2576.617,224.175,2358.0,3.3927,0.0,10459.0,0.7649,0.0,0.0,5987.0,2.8395,196.268,203.024,1122.0,0.8913,0.0891,1995.0,0.2005,0.0,0.0,2631.0,0.038,244.382,312.937,1706.0,2.5205,0.0,8351.0,1.4849,0.0359,0.0,8892.0,1.6307,330.49,348.834,2155.0,1.0209,0.0,8582.0,0.7924,0.0,0.0,7049.0,1.8584,296.984,301.706,2836.0,3.5614,0.141,9794.0,1.0006,0.0919,0.0,6034.0,3.1654,64.0,21.983,323.0,0.0,0.0,1515.0,0.0,0.0,0.0,430.0,0.0,800.855,950.952,1915.0,14.2037,0.0,6131.0,0.5546,0.0,0.0,3073.0,8.7537,0.0,188.35,0.0,0.0,0.0,1362.0,0.0,0.0,0.0,835.0,0.0
1558250700,599.77,306.464,1992.0,1.2048,0.0,3894.0,0.7704,0.0,0.0,3835.0,0.0,246.308,629.855,1282.0,1.6381,0.0,3645.0,0.3292,0.0,0.0,2153.0,1.3934,279.412,638.645,816.0,0.0,0.0,4755.0,0.1262,0.0,0.0,6733.0,0.0,273.94,669.694,1865.0,0.6434,0.0,3379.0,0.2959,0.0,0.0,2769.0,1.264,186.0,236.809,477.0,0.8386,0.2096,1812.0,0.9382,0.0,0.0,1415.0,0.8481,340.036,234.072,4561.0,0.7016,0.0,7380.0,0.6911,0.0271,0.0,7382.0,0.1626,164.239,243.578,12067.0,0.8038,0.0,8955.0,1.2842,0.0,0.0,5654.0,0.3891,1638.84,298.44,5024.0,2.8463,0.0,3423.0,4.2653,0.0,0.0,2828.0,0.0,867.002,211.601,2913.0,4.2911,0.0,10971.0,0.9935,0.0547,0.0,6227.0,2.6819,247.877,237.753,919.0,0.0,0.1088,1995.0,0.5013,0.0,0.0,2616.0,0.0,227.376,378.15,2052.0,2.3392,0.0,8300.0,1.5181,0.0241,0.0,8749.0,1.6116,317.496,311.328,2938.0,6.0585,0.0,8678.0,1.1523,0.0,0.0,7078.0,1.8508,282.801,302.0,3233.0,5.815,0.1237,9895.0,1.1723,0.0,0.0,6010.0,3.228,62.0,29.0,317.0,0.0,0.0,1527.0,0.0,0.0,0.0,438.0,0.0,760.054,823.104,1958.0,12.9724,0.0,5628.0,0.9417,0.0533,0.0,3179.0,7.927,0.0,158.074,0.0,0.0,0.0,1369.0,0.0,0.0,0.0,836.0,0.0
1558251000,597.994,325.0,1780.0,1.2921,0.0,4057.0,0.8381,0.0,0.0,3650.0,0.0,1253.583,663.306,1509.0,3.5785,0.0663,3667.0,0.1909,0.0,0.0,2152.0,1.3941,1114.352,634.488,852.0,0.2347,0.0,4668.0,0.1285,0.0,0.0,6758.0,0.0148,337.365,662.124,2005.0,1.0973,0.0,3256.0,0.3071,0.0,0.0,2780.0,1.5468,273.0,312.0,467.0,1.2848,0.2141,1902.0,0.5258,0.0,0.0,1410.0,0.7801,295.187,253.64,5443.0,2.2047,0.0,7100.0,0.3662,0.0,0.0,5047.0,0.2576,286.056,340.469,13015.0,0.9988,0.0,7673.0,0.7168,0.0,0.0,5628.0,0.4442,579.63,215.064,4763.0,1.9945,0.0,3407.0,3.4928,0.0587,0.0,5656.0,0.0,1496.33,213.455,2332.0,4.1166,0.0,10845.0,0.7561,0.0,0.0,5869.0,2.8625,180.153,226.307,909.0,0.0,0.0,1860.0,0.3226,0.0,0.0,2639.0,0.0,451.228,323.34,2074.0,2.2662,0.0,8395.0,1.4532,0.0,0.0,8823.0,1.5301,751.295,333.504,2720.0,4.8897,0.0,9120.0,0.9649,0.0219,0.0,7098.0,1.7188,496.3,327.221,3568.0,6.7265,0.0,10037.0,0.9963,0.0199,0.0,5944.0,3.1797,60.0,19.124,314.0,0.0,0.0,1460.0,0.0,0.0,0.0,422.0,0.0,532.545,830.456,1955.0,13.0946,0.0,5664.0,0.512,0.0353,0.0,3244.0,8.508,0.0,143.15,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,811.0,0.0
1558251300,225.856,299.984,1745.0,2.1777,0.0,3809.0,0.8926,0.0,0.0,3638.0,0.0,232.0,621.822,1401.0,2.9979,0.0,4089.0,0.3668,0.0,0.0,2195.0,1.4123,280.866,679.916,878.0,0.4556,0.0,4771.0,0.1677,0.0,0.0,6662.0,0.06,255.824,723.676,1796.0,0.6682,0.0,3583.0,0.3349,0.0,0.0,2768.0,1.5535,306.7,242.74,550.0,0.7273,0.1818,2013.0,0.8942,0.0,0.0,1358.0,0.8837,220.15,326.0,5524.0,1.7922,0.0,7407.0,0.6345,0.027,0.0,5106.0,0.235,159.373,355.504,11937.0,0.6618,0.0,9001.0,1.2999,0.0,0.0,5584.0,0.394,180.78,256.114,4738.0,2.385,0.0,3499.0,3.9154,0.0,0.0,2936.0,0.0,845.496,246.628,2350.0,1.7447,0.0,11533.0,0.9364,0.0,0.0,5875.0,2.8766,160.216,275.886,892.0,0.0,0.0,1889.0,0.5294,0.0,0.0,2797.0,0.0,886.5,373.202,1591.0,1.7599,0.0,8399.0,1.4764,0.0,0.0,9213.0,1.639,866.992,367.939,2330.0,3.7768,0.0,9221.0,1.0845,0.0108,0.0,6955.0,1.8692,615.735,323.183,3184.0,5.0879,0.1256,10317.0,1.1341,0.0,0.0,6005.0,3.1141,113.0,22.812,334.0,0.0,0.0,1545.0,0.0,0.0,0.0,454.0,0.0,850.143,800.098,2051.0,12.5792,0.0,6486.0,0.8326,0.0154,0.0,3114.0,8.1888,0.0,138.906,0.0,0.0,0.0,1349.0,0.0,0.0,0.0,829.0,0.0
1558251600,204.585,279.04,1635.0,1.4679,0.0,3759.0,0.7981,0.0,0.0,4060.0,0.0,232.0,621.822,1401.0,2.9979,0.0,4089.0,0.3668,0.0,0.0,2195.0,1.4123,280.866,679.916,878.0,0.4556,0.0,4771.0,0.1677,0.0,0.0,6662.0,0.06,255.824,723.676,1796.0,0.6682,0.0,3583.0,0.3349,0.0,0.0,2768.0,1.5535,354.64,198.7,512.0,1.9531,0.1953,1834.0,0.7088,0.0,0.0,1388.0,1.6571,251.262,246.632,5238.0,2.1573,0.0,6875.0,0.3491,0.0291,0.0,5043.0,0.2776,196.561,306.442,12570.0,0.9387,0.0,7588.0,0.6458,0.0264,0.0,5844.0,0.4107,155.0,208.0,4004.0,2.997,0.0,3352.0,3.5203,0.0,0.0,2632.0,0.0,845.496,246.628,2350.0,1.7447,0.0,11533.0,0.9364,0.0,0.0,5875.0,2.8766,160.216,275.886,892.0,0.0,0.0,1889.0,0.5294,0.0,0.0,2797.0,0.0,886.5,373.202,1591.0,1.7599,0.0,8399.0,1.4764,0.0,0.0,9213.0,1.639,866.992,367.939,2330.0,3.7768,0.0,9221.0,1.0845,0.0108,0.0,6955.0,1.8692,615.735,323.183,3184.0,5.0879,0.1256,10317.0,1.1341,0.0,0.0,6005.0,3.1141,113.0,22.812,334.0,0.0,0.0,1545.0,0.0,0.0,0.0,454.0,0.0,850.143,800.098,2051.0,12.5792,0.0,6486.0,0.8326,0.0154,0.0,3114.0,8.1888,0.0,138.906,0.0,0.0,0.0,1349.0,0.0,0.0,0.0,829.0,0.0
1558251900,249.236,299.697,1626.0,0.861,0.0,3855.0,0.7004,0.0,0.0,3459.0,0.0,319.786,623.403,1369.0,1.8992,0.073,3827.0,0.3136,0.0,0.0,2109.0,1.4699,1326.845,694.322,815.0,0.0,0.0,4446.0,0.135,0.0,0.0,6835.0,0.0,377.497,643.628,2039.0,0.9809,0.0,3843.0,0.3123,0.052,0.0,2858.0,2.0644,209.0,278.064,463.0,0.8639,0.216,1928.0,0.9336,0.0,0.0,1381.0,0.9413,183.248,269.734,5247.0,1.8677,0.0,7171.0,0.6833,0.0418,0.0,4926.0,0.3045,158.296,304.468,12088.0,0.5129,0.0,9133.0,1.4015,0.0,0.0,5557.0,0.4319,146.195,191.802,4305.0,2.4855,0.0,3078.0,4.2885,0.0,0.0,2534.0,0.0,285.048,231.168,2324.0,1.9363,0.0,10671.0,0.984,0.0,0.0,5695.0,3.1782,213.511,263.4,1221.0,3.6855,0.0819,1940.0,0.5155,0.0,0.0,2555.0,0.0,237.858,354.583,1470.0,2.2449,0.0,8435.0,1.4819,0.0,0.0,9145.0,1.6621,346.272,318.09,2603.0,3.3807,0.0,8789.0,1.1833,0.0114,0.0,7083.0,2.0189,351.256,328.46,2891.0,5.2923,0.1384,9772.0,1.1973,0.0,0.0,6396.0,2.9706,201.0,23.988,303.0,0.0,0.0,1509.0,0.0,0.0,0.0,439.0,0.0,1309.752,826.128,1924.0,13.5135,0.0,5772.0,0.4851,0.0,0.0,3014.0,8.1951,0.0,141.316,0.0,0.0,0.0,1342.0,0.0,0.0,0.0,856.0,0.0
