,B_mngsvrcode5xxRateFail,W_mngsvrcode5xxRateFail,I_mngsvrcode5xxRateFail,AI_mngsvrcode5xxRateFail,IJ_mngsvrcode5xxRateFail,IE_mngsvrcode5xxRateFail,S_mngsvrcode5xxRateFail,AC_mngsvrcode5xxRateFail,L_mngsvrcode5xxRateFail,R_mngsvrcode5xxRateFail,M_mngsvrcode5xxRateFail,AA_mngsvrcode5xxRateFail,AB_mngsvrcode5xxRateFail,IA_mngsvrcode5xxRateFail,AS_mngsvrcode5xxRateFail,AP_mngsvrcode5xxRateFail
1557471600,0.004316666666666667,0.059949999999999996,0.04281666666666667,0.04986666666666666,0.03556666666666666,0.09176666666666668,0.023183333333333334,0.03966666666666667,0.06196666666666667,0.027450000000000002,0.021516666666666667,0.03218333333333333,0.008233333333333332,0.0,0.04231666666666666,0.0
1557473400,0.021183333333333332,0.055333333333333325,0.04235,0.044333333333333336,0.028166666666666663,0.10601666666666666,0.017916666666666664,0.033299999999999996,0.05691666666666667,0.019483333333333335,0.01655,0.040766666666666666,0.023066666666666666,0.0,0.051166666666666666,0.0
1557475200,0.007783333333333334,0.037066666666666664,0.032266666666666666,0.12135,0.026583333333333334,0.07635,0.0169,0.06493333333333333,0.023066666666666662,0.011016666666666668,0.018366666666666667,0.04098333333333334,0.04785,0.0,0.05288333333333334,0.0
1557477000,0.015366666666666667,0.03716666666666667,0.03285,0.042850000000000006,0.012666666666666666,0.09166666666666667,0.015833333333333335,0.041383333333333334,0.0448,0.08936666666666666,0.01763333333333333,0.03955,0.02541666666666666,0.0,0.05496666666666667,0.0
1557478800,0.02075,0.0388,0.02541666666666667,0.054483333333333335,0.024050000000000002,0.08581666666666667,0.019033333333333333,0.04153333333333333,0.045366666666666666,0.027116666666666664,0.022283333333333336,0.03101666666666666,0.021333333333333333,0.007233333333333334,0.048666666666666664,0.0
1557480600,0.029183333333333335,0.043633333333333336,0.0229,0.03068333333333333,0.0,0.06336666666666667,0.02435,0.03128333333333334,0.027816666666666667,0.0,0.013216666666666666,0.030399999999999996,0.022416666666666668,0.014199999999999999,0.04305,0.0
1557482400,0.008266666666666667,0.02895,0.030000000000000002,0.06668333333333333,0.007466666666666667,0.0824,0.01625,0.028766666666666666,0.04555,0.1054,0.014316666666666667,0.02896666666666667,0.018150000000000003,0.005633333333333334,0.05435,0.0
1557484200,0.020566666666666667,0.029233333333333333,0.02165,0.05216666666666667,0.007633333333333333,0.0785,0.014666666666666668,0.018533333333333332,0.03896666666666667,0.19954999999999998,0.012716666666666668,0.022000000000000002,0.021166666666666667,0.0,0.04826666666666667,0.0
1557486000,0.07718333333333333,0.022833333333333334,0.0384,0.06743333333333333,0.010916666666666667,0.06056666666666666,0.02488333333333333,0.05231666666666667,0.052483333333333326,0.19351666666666664,0.01721666666666667,0.04281666666666667,0.023116666666666664,0.0,0.04763333333333333,0.0
1557487800,0.03796666666666667,0.031016666666666665,0.0341,0.08043333333333334,0.004683333333333334,0.06641666666666667,0.046150000000000004,0.05278333333333333,0.04273333333333334,0.074,0.015833333333333335,0.04415,0.0229,0.0,0.043916666666666666,0.0
1557489600,0.015966666666666667,0.021766666666666667,0.028766666666666663,0.09991666666666667,0.045116666666666666,0.061366666666666674,0.026300000000000004,0.04700000000000001,0.058416666666666665,0.09889999999999999,0.021916666666666668,0.028433333333333335,0.03153333333333334,0.0,0.04495,0.0
1557491400,0.01475,0.024533333333333334,0.029566666666666668,0.15059999999999998,0.039066666666666666,0.05673333333333333,0.03993333333333333,0.020216666666666664,0.05276666666666666,0.04248333333333334,0.02391666666666667,0.04173333333333334,0.0378,0.0,0.06438333333333333,0.0
1557493200,0.024050000000000002,0.039466666666666664,0.05293333333333333,0.29175,0.017816666666666665,0.06761666666666667,0.05488333333333332,0.02633333333333333,0.042550000000000004,0.08814999999999999,0.038733333333333335,0.03068333333333333,0.029466666666666665,0.0,0.05661666666666667,0.0
1557495000,0.032766666666666666,0.0448,0.022133333333333335,0.1819333333333333,0.02416666666666667,0.053983333333333335,0.03351666666666666,0.021166666666666667,0.031249999999999997,0.09308333333333334,0.018033333333333332,0.02995,0.02896666666666667,0.0,0.061066666666666665,0.0
1557496800,0.027483333333333332,0.017116666666666665,0.015400000000000002,0.19778333333333334,0.04053333333333334,0.043250000000000004,0.026966666666666663,0.065,0.04338333333333333,0.0331,0.016666666666666666,0.03466666666666667,0.02391666666666667,0.0,0.0415,0.0
1557498600,0.012866666666666665,0.04463333333333333,0.0113,0.06236666666666666,0.030483333333333335,0.0304,0.0322,0.028299999999999995,0.023049999999999998,0.05223333333333333,0.024733333333333333,0.031049999999999998,0.033633333333333335,0.0,0.03843333333333334,0.0
1557500400,0.027766666666666672,0.03388333333333334,0.015616666666666666,0.047683333333333335,0.02223333333333333,0.04674999999999999,0.029316666666666668,0.04838333333333334,0.02836666666666667,0.040350000000000004,0.031433333333333334,0.04028333333333333,0.034999999999999996,0.0,0.09431666666666666,0.0
1557502200,0.024300000000000002,0.015700000000000002,0.013116666666666665,0.02256666666666667,0.03366666666666667,0.038516666666666664,0.030000000000000002,0.03808333333333333,0.05955,0.028216666666666668,0.017550000000000003,0.03225,0.021316666666666668,0.0,0.08951666666666667,0.0
1557504000,0.03581666666666666,0.004116666666666667,0.019233333333333335,0.028466666666666668,0.03811666666666667,0.044066666666666664,0.0474,0.02745,0.022216666666666666,0.03205,0.03626666666666667,0.022500000000000003,0.02128333333333333,0.0,0.02995,0.0
1557505800,0.024983333333333333,0.012083333333333333,0.013416666666666667,0.016116666666666665,0.00335,0.031516666666666665,0.03676666666666666,0.02645,0.015983333333333332,0.012499999999999999,0.02173333333333333,0.03908333333333334,0.025516666666666663,0.0,0.01835,0.0
1557507600,0.03358333333333334,0.0302,0.015366666666666667,0.036033333333333334,0.02803333333333333,0.035366666666666664,0.024533333333333334,0.041416666666666664,0.025283333333333335,0.025533333333333335,0.012733333333333333,0.028716666666666668,0.022150000000000003,0.0,0.03508333333333333,0.0
1557509400,0.022766666666666668,0.02395,0.016366666666666665,0.07283333333333333,0.0122,0.020416666666666666,0.032933333333333335,0.02155,0.01908333333333333,0.04416666666666667,0.013449999999999998,0.032150000000000005,0.01585,0.0,0.07445,0.0
1557511200,0.026683333333333337,0.007200000000000001,0.004,0.02005,0.030983333333333335,0.06224999999999999,0.031016666666666665,0.02291666666666667,0.02358333333333333,0.02666666666666667,0.024999999999999998,0.03596666666666667,0.042449999999999995,0.0,0.023433333333333334,0.0
1557513000,0.011683333333333335,0.008383333333333333,0.01095,0.0143,0.01235,0.023999999999999997,0.02705,0.022266666666666667,0.013866666666666668,0.009433333333333334,0.016483333333333332,0.02606666666666667,0.03015,0.0,0.04505,0.0
1557514800,0.020033333333333334,0.004333333333333333,0.0023833333333333332,0.014433333333333333,0.03993333333333333,0.03821666666666667,0.022633333333333328,0.026466666666666666,0.02035,0.02376666666666667,0.020916666666666667,0.0253,0.022333333333333334,0.0,0.03326666666666667,0.0
1557516600,0.014400000000000001,0.018983333333333335,0.0057,0.006966666666666666,0.0,0.028383333333333333,0.027999999999999997,0.00865,0.027450000000000002,0.013533333333333333,0.009316666666666668,0.029050000000000003,0.018433333333333333,0.0,0.0204,0.0
1557518400,0.020033333333333334,0.009416666666666667,0.0,0.005783333333333334,0.01585,0.0238,0.023566666666666666,0.011000000000000001,0.017366666666666666,0.0471,0.011416666666666667,0.024483333333333333,0.023750000000000004,0.0,0.0322,0.0
1557520200,0.01601666666666667,0.0,0.016999999999999998,0.0,0.04438333333333333,0.028316666666666667,0.019933333333333334,0.007700000000000001,0.015583333333333333,0.05315,0.0161,0.019683333333333334,0.014533333333333334,0.0,0.031566666666666666,0.0
1557522000,0.02256666666666667,0.0,0.018216666666666666,0.0,0.03305,0.02045,0.023216666666666667,0.020166666666666666,0.011349999999999999,0.0104,0.008266666666666667,0.013166666666666667,0.028383333333333333,0.0,0.014600000000000002,0.0
1557523800,0.015066666666666666,0.0,0.012450000000000001,0.08038333333333332,0.0,0.02341666666666667,0.03188333333333334,0.029716666666666666,0.0103,0.06166666666666667,0.00965,0.023383333333333336,0.013083333333333334,0.0,0.017433333333333332,0.0
1557525600,0.017750000000000002,0.020733333333333333,0.00675,0.0,0.014633333333333333,0.01365,0.010716666666666668,0.0047,0.010183333333333334,0.0,0.011966666666666667,0.027100000000000003,0.014383333333333333,0.0,0.0,0.0
1557527400,0.0,0.011183333333333335,0.0,0.0,0.0078000000000000005,0.025800000000000003,0.008749999999999999,0.0176,0.011466666666666667,0.014666666666666666,0.006066666666666667,0.005383333333333334,0.014316666666666667,0.0,0.0,0.0
1557529200,0.004266666666666667,0.0,0.007033333333333333,0.03555,0.0,0.020066666666666667,0.01505,0.009266666666666666,0.0026666666666666666,0.0,0.004433333333333333,0.009283333333333333,0.014350000000000002,0.0,0.028316666666666667,0.0
1557531000,0.01525,0.0,0.0,0.06298333333333332,0.0,0.01555,0.011733333333333332,0.018316666666666665,0.0026999999999999997,0.014433333333333333,0.0,0.010016666666666667,0.006483333333333333,0.0,0.010616666666666665,0.0
1557532800,0.0,0.0,0.0072499999999999995,0.010716666666666666,0.0,0.013850000000000001,0.013483333333333333,0.016016666666666665,0.0027333333333333337,0.01475,0.0035,0.0065,0.008416666666666668,0.0,0.01132,0.0
1557534600,0.007383333333333333,0.0,0.0,0.0,0.0,0.0253,0.006833333333333334,0.0,0.006833333333333334,0.0,0.0017333333333333333,0.02285,0.0,0.0,0.009933333333333334,0.0
1557536400,0.004633333333333333,0.0,0.0,0.0,0.0,0.0306,0.0052833333333333335,0.006783333333333333,0.005583333333333333,0.007883333333333334,0.0032166666666666667,0.0035,0.013766666666666668,0.0,0.013233333333333333,0.0
1557538200,0.005233333333333333,0.0119,0.0,0.0,0.0096,0.012383333333333335,0.0031333333333333335,0.011899999999999999,0.0,0.0,0.0,0.0035166666666666666,0.0027333333333333337,0.0,0.0031999999999999997,0.0
1557540000,0.004716666666666667,0.0,0.0,0.0,0.0,0.0104,0.005,0.026033333333333335,0.0020166666666666666,0.013783333333333333,0.0020833333333333333,0.0069,0.0,0.0,0.027583333333333335,0.0
1557541800,0.0,0.0,0.0,0.0,0.0,0.008916666666666666,0.005149999999999999,0.014433333333333334,0.0020833333333333333,0.0,0.006833333333333333,0.00665,0.011250000000000001,0.0,0.01778333333333333,0.0
1557543600,0.00845,0.0,0.0,0.0,0.0,0.023433333333333334,0.004116666666666667,0.0331,0.00265,0.0,0.0,0.010183333333333334,0.0028333333333333335,0.0,0.02708333333333333,0.0
1557545400,0.0,0.0,0.007216666666666666,0.010266666666666667,0.0,0.04733333333333334,0.0,0.037933333333333326,0.008083333333333333,0.0,0.0,0.00285,0.0014999999999999998,0.0,0.01115,0.0
1557547200,0.011266666666666666,0.011833333333333333,0.0,0.0,0.0,0.01215,0.0036666666666666666,0.014866666666666667,0.008283333333333332,0.0,0.006633333333333334,0.0063166666666666675,0.0014999999999999998,0.0,0.0512,0.0
1557549000,0.0,0.0,0.007200000000000001,0.010066666666666666,0.0,0.009483333333333335,0.0027333333333333337,0.0,0.016649999999999998,0.0,0.013449999999999998,0.0034333333333333334,0.006016666666666667,0.0,0.08321666666666667,0.0
1557550800,0.006066666666666667,0.0,0.0,0.010799999999999999,0.0,0.01693333333333333,0.007933333333333334,0.015316666666666668,0.015366666666666667,0.0,0.0034666666666666665,0.003483333333333333,0.012083333333333333,0.0,0.04596666666666666,0.0
1557552600,0.012133333333333335,0.0,0.0,0.017233333333333333,0.0,0.024749999999999998,0.008466666666666667,0.03833333333333334,0.04128333333333333,0.0,0.0033333333333333335,0.003483333333333333,0.0030666666666666668,0.0,0.033666666666666664,0.0
1557554400,0.013049999999999999,0.011516666666666666,0.0,0.03283333333333333,0.0,0.04028333333333333,0.00405,0.01725,0.010049999999999998,0.0,0.0,0.00345,0.0030666666666666668,0.0,0.026883333333333332,0.0
1557556200,0.0,0.021750000000000002,0.0,0.015950000000000002,0.0,0.029883333333333335,0.00325,0.037366666666666666,0.00985,0.0,0.0,0.0037333333333333333,0.0030833333333333333,0.0,0.04776666666666666,0.0
1557558000,0.006816666666666666,0.014966666666666668,0.007133333333333333,0.03373333333333334,0.0,0.04458333333333333,0.00285,0.009483333333333333,0.008700000000000001,0.0,0.0,0.013466666666666668,0.006233333333333334,0.0,0.031650000000000005,0.0
1557559800,0.0,0.013966666666666667,0.013866666666666666,0.01813333333333333,0.0,0.03065,0.003116666666666667,0.028766666666666666,0.005783333333333334,0.0,0.0,0.007066666666666666,0.0061666666666666675,0.0,0.019133333333333332,0.0
1557561600,0.013416666666666667,0.0,0.0,0.008816666666666667,0.0,0.06299999999999999,0.0,0.013266666666666668,0.017516666666666666,0.017133333333333334,0.007183333333333333,0.012766666666666667,0.0,0.0,0.05143333333333333,0.0
1557563400,0.0,0.021400000000000002,0.0,0.009783333333333333,0.0,0.023933333333333334,0.009316666666666668,0.03333333333333333,0.015733333333333332,0.0,0.0,0.005316666666666667,0.0,0.0,0.09411666666666667,0.0
1557565200,0.0,0.032650000000000005,0.0,0.0,0.0,0.020183333333333334,0.0027500000000000003,0.01875,0.007216666666666666,0.0,0.00915,0.0037,0.006183333333333333,0.0,0.025166666666666667,0.0
1557567000,0.0065,0.026616666666666667,0.007033333333333333,0.06296666666666667,0.0,0.027766666666666665,0.002983333333333333,0.026466666666666666,0.011666666666666667,0.0,0.0017833333333333332,0.0,0.006116666666666667,0.0,0.03273333333333333,0.0
1557568800,0.01035,0.0,0.0,0.03693333333333334,0.0,0.01315,0.00475,0.0,0.020966666666666665,0.0,0.0,0.016883333333333334,0.0095,0.0,0.04015,0.0
1557570600,0.012766666666666667,0.0,0.010833333333333334,0.018666666666666668,0.0,0.015916666666666666,0.007033333333333333,0.010116666666666666,0.005916666666666667,0.0,0.0,0.017366666666666666,0.0031333333333333335,0.0,0.030216666666666666,0.0
1557572400,0.0,0.005166666666666667,0.014199999999999999,0.009083333333333334,0.0,0.019133333333333336,0.0,0.027566666666666666,0.0,0.0,0.0,0.01,0.00615,0.0,0.0438,0.0
1557574200,0.0068000000000000005,0.005333333333333333,0.0,0.007966666666666667,0.0,0.012333333333333333,0.00915,0.0,0.017416666666666667,0.0,0.0,0.03911666666666667,0.007316666666666667,0.0,0.06983333333333334,0.0
1557576000,0.011833333333333333,0.021866666666666663,0.0,0.03018333333333333,0.0,0.01825,0.011200000000000002,0.00835,0.02466666666666667,0.0,0.0069500000000000004,0.02095,0.014033333333333333,0.0,0.050100000000000006,0.0
1557577800,0.021883333333333334,0.03485,0.01445,0.008216666666666666,0.0,0.03505,0.0429,0.004066666666666667,0.0013666666666666669,0.01475,0.0070999999999999995,0.0085,0.005866666666666666,0.0,0.014616666666666667,0.0
1557579600,0.0,0.0,0.0,0.0,0.0,0.01925,0.023633333333333336,0.010266666666666667,0.024233333333333332,0.022500000000000003,0.003316666666666667,0.03341666666666667,0.0027166666666666663,0.0,0.0,0.0
1557581400,0.005516666666666666,,,,0.0,0.015150000000000002,0.018533333333333332,0.0,0.006566666666666666,0.0,0.0,0.027800000000000002,0.0014833333333333332,0.0,,
1557583200,0.0026,,,,0.0,0.014933333333333333,0.01601666666666667,0.03135,0.018250000000000002,0.017033333333333334,0.0,0.028316666666666667,0.0028166666666666665,0.0,,
1557585000,0.02723333333333333,,,,0.01785,0.026533333333333336,0.01285,0.04083333333333333,0.009533333333333333,0.04651666666666667,0.0035666666666666663,0.0134,0.004433333333333333,0.0,,
1557586800,0.011349999999999999,,,,0.0,0.06333333333333332,0.019966666666666664,0.021583333333333333,0.0011333333333333332,0.0,0.0,0.021883333333333334,0.0,0.0,,
1557588600,0.008066666666666666,,,,0.0,0.0078000000000000005,0.026883333333333332,0.0,0.014716666666666664,0.05171666666666667,0.0,0.013383333333333332,0.010183333333333334,0.0,,
1557590400,0.01085,,,,0.0,0.007583333333333333,0.0164,0.00865,0.010733333333333333,0.07479999999999999,0.003616666666666667,0.034216666666666666,0.005683333333333333,0.0,,
1557592200,0.0027500000000000003,,,,0.0,0.011883333333333334,0.004833333333333334,0.0,0.0028166666666666665,0.0,0.0,0.0072833333333333335,0.0,0.0,,
1557594000,0.01155,,,,0.0,0.024366666666666665,0.004866666666666666,0.009766666666666667,0.009566666666666668,0.05073333333333333,0.003616666666666667,0.014166666666666666,0.004266666666666667,0.0,,
1557595800,0.005533333333333334,,,,0.0,0.02413333333333333,0.006083333333333333,0.0082,0.013699999999999999,0.0439,0.003616666666666667,0.0,0.021533333333333335,0.0,,
1557597600,0.005633333333333333,,,,0.0,0.0,0.007916666666666667,0.01855,0.00285,0.0,0.0073,0.010966666666666666,0.0028333333333333335,0.0,,
1557599400,0.0031333333333333335,,,,0.0,0.01375,0.0133,0.018316666666666665,0.0118,0.05048333333333333,0.0,0.0188,0.0,0.0,,
1557601200,0.0061,,,,0.0,0.010033333333333333,0.005666666666666667,0.0,0.0,0.0,0.0,0.0,0.00352,0.0,,
1557603000,0.0,,,,0.0,0.030333333333333334,0.0094,0.0,0.00295,0.0,0.00365,0.0037,0.0030666666666666668,0.0,,
1557604800,0.009416666666666667,0.0,0.0,0.0,0.0,0.013983333333333334,0.009966666666666667,0.0,0.003016666666666667,0.0,0.0,0.0038499999999999997,0.0,0.0,0.0,0.0
1557606600,0.003616666666666667,0.013483333333333333,0.0,0.018366666666666667,0.0,0.018366666666666667,0.003483333333333333,0.0,0.0,0.0,0.00185,0.007616666666666667,0.0,0.0,0.0,0.0
1557608400,0.0,0.0,0.0,0.0665,0.0,0.008016666666666667,0.0,0.010066666666666666,0.01805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557610200,0.019583333333333335,0.0,0.0,0.0,0.0,0.026583333333333334,0.0,0.010750000000000001,0.020800000000000003,0.0,0.0036833333333333336,0.0039499999999999995,0.0,0.0,0.0,0.0
1557612000,0.0,0.0,0.0,0.0,0.0,0.0,0.006266666666666667,0.0,0.04168333333333333,0.0,0.0,0.007833333333333333,0.00295,0.0,0.0,0.0
1557613800,0.0,0.0,0.0,0.0,0.0,0.010716666666666666,0.006666666666666665,0.0096,0.00305,0.0,0.011333333333333334,0.0,0.0124,0.0,0.01585,0.0
1557615600,0.0,0.0,0.0,0.0247,0.0,0.018200000000000004,0.0051,0.010549999999999999,0.0,0.0,0.0,0.00478,0.0,0.0,0.0,0.0
1557617400,0.00665,0.0,0.0,0.0,0.0,0.03295,0.0,0.02136666666666667,0.002983333333333333,0.01771666666666667,0.0,0.0038666666666666663,0.0030333333333333336,0.0,0.004366666666666667,0.0
1557619200,0.018716666666666666,0.0,0.0,0.0,0.018,0.022133333333333335,0.011566666666666664,0.00895,0.007833333333333333,0.0,0.0039000000000000003,0.0038666666666666663,0.00615,0.0,0.01875,0.0
1557621000,0.047683333333333335,0.0,0.0,0.0,0.0,0.0042,0.0039000000000000003,0.0,0.0,0.0,0.0,0.011616666666666666,0.0,0.0,0.012933333333333333,0.0
1557622800,0.0,0.0,0.0,0.00854,0.0,0.0165,0.0032666666666666664,0.0,0.00546,0.02096,0.0,0.00462,0.011179999999999999,0.0,0.0,0.0
1557624600,0.0195,0.0,0.00865,0.006916666666666667,0.0,0.0193,0.003016666666666667,0.010983333333333333,0.0030333333333333336,0.0,0.0,0.011616666666666666,0.0,0.0,0.01715,0.0
1557626400,0.0,0.0,0.0,0.0,0.0259,0.0,0.0,0.0,0.00552,0.0,0.00444,0.0,0.0038199999999999996,0.0,0.02838,0.0
1557628200,0.0,0.0,0.00825,0.0,0.0,0.028633333333333334,0.007066666666666666,0.023799999999999998,0.0105,0.0,0.0,0.009483333333333333,0.011066666666666667,0.0,0.012316666666666665,0.0
